"Registro ANS";"CNPJ";"Razão Social";"Nome Fantasia";"Modalidade";"Logradouro";"Número";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereço eletrônico";"Representante";"Cargo Representante";"Data Registro ANS"
"342335";"01501597000110";"COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL.";"UNIODONTO GARANHUNS";"Cooperativa odontológica";"R DR JOSE MARIANO";"193";"";"SAO JOSE";"Garanhuns";"PE";"55293335";"87";"37621760";"37621760";"uniodonto@uniodontogaranhuns.coop.br";"LUIZ GONZAGA DE OLIVEIRA FILHO";"PRESIDENTE";"18/12/1998"
"365785";"02254846000183";"COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ";"UNIODONTO AMAPÁ";"Cooperativa odontológica";"RUA MARCELO CÂNDIA";"925";"";"SANTA RITA";"Macapá";"AP";"68901341";"96";"32220125";"32223247";"uniodontoap@uniodontoap.com.br";"ANA VALERIA DOS SANTOS SILVA";"PRESIDENTE";"04/01/1999"
"409791";"03494031000134";"COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS";"UNIODONTO POÇOS DE CALDAS";"Cooperativa odontológica";"RUA TUTOIA";"51";"";"JARDIM DOS ESTADOS";"Poços de Caldas";"MG";"37701080";"35";"37167222";"37167222";"ouvidoria@uniodontopocos.com.br";"DOUGLAS HENRIQUE FIGUEIREDO MATOS ";"PRESIDENTE";"11/11/1999"
"402010";"00491998000174";"COOPERATIVA ODONTOLÓGICA REGIÃO SUL DA BAHIA - UNIODONTO";"UNIODONTO ITABUNA";"Cooperativa odontológica";"RUA MARIÁ FERREIRA";"245";"1º ANDAR";"CENTRO";"Itabuna";"BA";"45600120";"07";"336134760";"36134760";"uniodontoitb@gmail.com";"MARIO AUGUSTO DIAS BRUM";"PRESIDENTE";"12/03/1999"
"353892";"19052653000142";"COOPERCISO - CENTRO INTEGRADO DE SERVIÇO ODONTOLÓGICO S/S LTDA.";"COOPERCISO";"Odontologia de Grupo";"RUA JAIME MARTINS RIÊRA";"31";"";"BOA VISTA";"Itajubá";"MG";"37505042";"35";"36234600";"36234600";"cooperciso@cooperciso.com.br";"LUCAS PEREIRA GONÇALVES";"DIRETOR ADMINISTRATIVO";"25/01/1999"
"407241";"02298249000150";"COOP-ODONTOCLASSIC - COOPERATIVA DE TRABALHO ODONTOLÓGICO";"ODONTOCLASSIC";"Cooperativa odontológica";"RUA GOIAS";"1079";"";"CENTRO";"Avaré";"SP";"18700140";"14";"9292";"37332022";"diretoria@odontoclassic.com.br";"JOSE ROBERTO SOUTO SILVA";"DIRETOR OPERACIONAL";"16/08/1999"
"419168";"17273560000112";"COOPUS PLANOS DE SAÚDE LTDA";"";"Medicina de Grupo";"RUA DONA ANITA MAYER";"139";"";"BOTAFOGO";"Campinas";"SP";"13020350";"19";"21029700";"";"coopus@coopus.com.br";"GUSTAVO POLLI ANTONIO";"REPRESENTANTE LEGAL";"22/10/2013"
"418757";"73505463000189";"CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ";"CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ";"Administradora de Benefícios";"RUA VITÓRIA";"2296";"";"NEVA";"Cascavel";"PR";"85802229";"45";"32240204";"30172002";"corplife@corplife.com.br";"ARISTIDES ALVES DOS REIS";"ADMINISTRADOR";"11/01/2013"
"418960";"17670901000193";"CORPORE ADMINISTRADORA DE BENEFICIOS DA SAUDE - EIRELI";"";"Administradora de Benefícios";"AV. ANGÉLICA";"321";"13º ANDAR / CONJUNTO 01";"SANTA CECÍLIA";"São Paulo";"SP";"01227000";"11";"21241888";"";"valquiria.brovini@corporeadministradora.com.br";"DIRCEU CANAL";"SóCIO ADMINISTRADOR";"01/08/2013"
"368181";"19009638000111";"CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA";"CROE-CENTRO DE REABILITAÇAO ORAL ESPECIALIZADO LTDA";"Odontologia de Grupo";"OSCAR VIDAL ";"252";"Sala 201";"CENTRO";"Juiz de Fora";"MG";"36016290";"32";"33116699";"33116685";"ceaccroe@croe.com.br";"MARCO ANDRÉ GOUVÊA VIEIRA";"SOCIO QUOTISTA";"05/01/1999"
"397245";"69099307000198";"CROWN ODONTOLOGIA DE GRUPO  LTDA";"CROWN ODONTOLOGIA DE GRUPO LTDA";"Odontologia de Grupo";"RUA PEQUETITA";"145";"CONJ. 101";"JARDIM PROF BENOÁ";"São Paulo";"SP";"04552060";"11";"28132000";"28132001";"crown@crownodonto.com.br";"WALTER CARMO CORIOLANO JUNIOR";"SOCIO ADMINISTRADOR";"24/12/1998"
"421952";"33803129000197";"CRZ PLANO ODONTOLÓGICO LTDA";"CRUZ DENTAL";"Odontologia de Grupo";"AVENIDA RODOVALHO";"722";"SALA 13";"VILA MOEMA";"Tubarão";"SC";"88705091";"48";"31910205";"";"crzdental@gmail.com";"DANIELE NIEHUES CRUZ";"SÓCIA-ADMINISTRADORA";"03/12/2019"
"422045";"34824393000170";"CTESK ADMINISTRADORA DE BENEFIÍCIOS LTDA";"CTESK ADMINISTRADORA DE BENEFIÍCIOS ";"Administradora de Benefícios";"Q SCN QUADRA 02, BLOCO D, ENTRADA B";"SN";"SALAS 201 E 203";"ASA NORTE";"Brasília";"DF";"70712904";"61";"32573926";"";"siloe@ctesk.com.br";"SILOÉ JOÃO DE ALMEIDA JUNIOR";"Administrador";"18/12/2019"
"422606";"38240036000115";"CUIDAR.ME SAÚDE LTDA.";"CUIDAR.ME";"Medicina de Grupo";"Avenida Francisco Pereira de Castro";"1063";"Sala 04";"Anhangabaú";"Jundiaí";"SP";"13208110";"11";"45527046";"";"marcus.gimenes@cuidar.me";"MARCUS VINICIUS GIMENES";"Administrador";"28/01/2021"
"422967";"42802123000196";"CUIDE ADMINISTRADORA DE BENEFICIOS EIRELI";"CUIDE ADMINISTRADORA DE BENEFICIOS  ";"Administradora de Benefícios";"AVENIDA RIO BRANCO ";"26";"SBL";"CENTRO";"Rio de Janeiro";"RJ";"20090001";"21";"39235406";"";"HENRIQUE@AMCONTADORES.COM.BR";"JOÃO DE FIGUEIREDO PEREIRA CURADO";"SOCIO - ADMINISTRADOR";"08/09/2021"
"416118";"00253137000158";"DANA INDUSTRIAS LTDA.";"";"Autogestão";"AVENIDA FERNANDO STECCA";"780";"PRÉDIO 26 - ADMINISTRAÇÃO";"IPORANGA";"Sorocaba";"SP";"18087149";"11";"34893588";"34893813";"roberto.borba@dana.com";"ROBERTO AZEVEDO DE BORBA";"GERENTE DE RH";"14/06/2007"
"421081";"27832058000158";"DELFHI PLANOS ODONTOLÓGICOS LTDA";"DELFHI ODONTO";"Odontologia de Grupo";"RUA PRINCESA ISABEL";"461";"SALA 23";"CIDADE ALTA";"Natal";"RN";"59025400";"84";"999862109";"";"delfino@delfhicorretora.com.br";"FRANCISCO DELFINO DA SILVA";"SÓCIO ADMINISTRADOR";"02/10/2017"
"420239";"24619902000179";"DENTAL CARE ASSISTÊNCIA ODONTOLÓGICA LTDA";"DENTAL CARE";"Odontologia de Grupo";"RUA DO IMPERADOR";"359";"";"CENTRO";"Maceió";"AL";"57020670";"82";"30220163";"30220163";"DENTALCARE.2016@HOTMAIL.COM";"LEONINO VIEIRA DA SILVA FILHO";"SóCIO ADMINISTRADOR";"25/10/2016"
"386219";"66493529000100";"DENTAL CARE CLINICA ODONTOLOGICA LTDA";"ODONTOLOGICA";"Odontologia de Grupo";"RUA MATO GROSSO";"1001";"";"CENTRO";"Avaré";"SP";"18700150";"14";"37322286";"37322286";"odontologica_avare@terra.com.br";"HILTON SERGIO ISMAEL LUTTI";"SOCIO";"20/01/1999"
"339458";"35436658000125";"DENTAL CENTER LTDA";"DENTAL CENTER LTDA";"Odontologia de Grupo";"RUA DES. JOSE PEREGRINO";"216";"";"CENTRO";"João Pessoa";"PB";"58013500";"83";"30414646";"30414646";"financeiro@dentalcenterpb.com.br";"MARCONI MARTINS DA SILVA";"SOCIO GERENTE";"15/01/1999"
"300730";"01402285000150";"DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.";"DENTAL GOLD";"Odontologia de Grupo";"AVENIDA RUY CARNEIRO";"895";"";"JARDIM MIRAMAR";"João Pessoa";"PB";"58032101";"83";"21078900";"21078914";"dentalg@terra.com.br";"JOSUEL GOMES DA SILVA";"SOCIO-GERENTE";"22/12/1998"
"413747";"04212174000179";"DENTAL MASTER LTDA - EPP";"DENTAL MASTER";"Odontologia de Grupo";"AVENIDA MAJOR LUIZ CAVALCANTE";"73";"LOJA 01";"CENTRO";"Paripueira";"AL";"57935000";"82";"21239393";"21239393";"dentalmaster@veloxmail.com.br";"GEORGE DE ALMEIDA SALDANHA";"REPRESENTANTE";"25/05/2001"
"422550";"33891806000176";"DENTAL MED CENTER PRIME PLANOS ODONTOLÓGICOS LTDA";"";"Odontologia de Grupo";"AVENIDA RIO BRANCO";"444";"";"CIDADE ALTA";"Natal";"RN";"59025000";"84";"991120504";"";"oliveiralucian@hotmail.com";"LUCAS MOURA DOS SANTOS";"SÓCIO ADMINISTRADOR";"18/02/2021"
"314366";"00571628000147";"DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.";"DENTAL PLUS CONVÊNIO ODONTOLÓGICO";"Odontologia de Grupo";"RUA DOUTOR CESÁRIO MOTA";"135";"";"CENTRO";"Santo André";"SP";"09010100";"01";"149792200";"149792209";"mariana@dentalplus-sorria.com.br";"GABRIELA GONSALES FERNANDES BARCELLOS";"SÓCIA";"23/12/1998"
"304484";"78738101000151";"DENTAL UNI - COOPERATIVA ODONTOLÓGICA";"DENTAL UNI";"Cooperativa odontológica";"RUA IRMÃ FLAVIA BORLET";"197";"";"HAUER";"Curitiba";"PR";"81630170";"41";"30203950";"";"diretoria@dentaluni.com.br";"LUIZ HUMBERTO DE SOUZA DANIEL";"PRESIDENTE";"22/12/1998"
"401463";"01364933000120";"DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA";"DENTALMASTER";"Odontologia de Grupo";"RUA CARLOS VASCONCELOS ";"1483";"";"ALDEOTA";"Fortaleza";"CE";"60115171";"85";"32655555";"32655555";"dentalmaster@planodentalmaster.com.br";"FRANCISCO FERNANDO ROCHA NOVAIS";"SÓCIO";"04/03/1999"
"422975";"39527909000138";"DENTALMASTER LTDA";"DENTALMASTER";"Odontologia de Grupo";"AV. DOM PEDRO II";"421.0";"SALA A ";"CENTRO ";"São Lourenço";"MG";"37465000";"35";"988970186";"";"ribeirouchoas@gmail.com";"DANIEL PEREIRA PAIVA ";"Sócio administrador ";"04/10/2021"
"333620";"00073193000100";"DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA";"ORALMED ASSISTENCIA ODONTOLOGICA";"Odontologia de Grupo";"AV. RIO DE JANEIRO";"1201";"TERREO";"CENTRO";"Londrina";"PR";"86010150";"43";"33247000";"33247000";"oralmed@onda.com.br";"ROBERTO PRESCINOTTI";"SOCIO ADMINISTRADOR";"25/01/1999"
"322890";"02156150000114";"DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.";"DENTALPAR";"Odontologia de Grupo";"AV. SANTO AMARO";"3330";"CONJUNTO 13";"BROOKLIN";"São Paulo";"SP";"04556300";"11";"50944002";"33052151";"armando@dentalpar.com.br";"ARMANDO RODRIGUES FILHO";"DIRETOR PRESIDENTE";"30/12/1998"
"416908";"05616674000139";"DENTALPLAN PLANOS DE ASSISTENCIA ODONTOLOGICA LTDA";"DENTALPLAN VALE DO SÃO FRANCISCO";"Odontologia de Grupo";"RUA CASTRO ALVES";"352";"";"CENTRO";"Petrolina";"PE";"56304340";"87";"38610994";"";"dentalplan.petrolina@ig.com.br";"DIÓGENES CAVALCANTI";"DIRETOR ADMINISTRATIVO E FINANCEIRO";"02/03/2009"
"361038";"01821083000142";"DENTALSHOW ASSISTÊNCIA ODONTOLÓGICA LTDA.";"DENTALSHOW ASSISTÊNCIA ODONTOLÓGICA";"Odontologia de Grupo";"AVENIDA IPÊ ";"115";"SALA 40";"JARAGUÁ";"Uberlândia";"MG";"38413015";"34";"32938400";"";"ouvidoria.dentalshow@dentalshow.com.br";"JOÃO BATISTA RODRIGUES";"SÓCIO ADMINISTRADOR";"22/12/1998"
"327867";"01060301000173";"DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA";"DENTALPREV";"Odontologia de Grupo";"RUA ELIZEU DI BERNARDI";"34";"SALA 411";"CAMPINAS";"São José";"SC";"88101050";"04";"73401303";"73401303";"financeirofloripa@dentalprev.com.br";"CLAUDIO JOAO BUCCO";"ADMINISTRADOR";"21/12/1998"
"414425";"03113408000168";"DENTSY ODONTOLOGIA S/S LTDA.";"DENTSY ODONTOLOGIA";"Odontologia de Grupo";"RUA CANDIDO PORTINARI";"30";"SALA 1";"VILA CERCADO GRANDE";"Embu das Artes";"SP";"06804180";"11";"32842180";"";"oscar@dentsy.com.br";"OSCAR COELHO DE OLIVEIRA";"SOCIO ADMINISTRADOR";"13/01/2003"
"357669";"19969500000164";"DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL";"DESBAN";"Autogestão";"RUA BERNARDO GUIMARÃES";"1587";"8º ANDAR";"FUNCIONÁRIOS";"Belo Horizonte";"MG";"30140082";"31";"32498500";"32498506";"desban@desban.org.br";"JULIANA RODRIGUES DE PAULA CHIARI";"REPRESENTANTE LEGAL";"18/12/1998"
"415286";"04617017000143";"DIVICOM ADMINISTRADORA DE BENEFÍCIOS LTDA";"";"Administradora de Benefícios";"AVENIDA BRIGADEIRO LUÍS ANTÔNIO";"4348";"";"JARDIM PAULISTA";"São Paulo";"SP";"01402002";"11";"31883020";"31060793";"divicom@divicom.com.br";"ANTONIO CARLOS BRAGA DOS SANTOS";"SÓCIO ADMINISTRADOR";"05/10/2005"
"349682";"01387625000110";"DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.";"DOCTOR CLIN SAÚDE INTEGRADA";"Medicina de Grupo";" Rua Sete de Setembro";"769";"";"CENTRO HISTÓRICO";"Porto Alegre";"RS";"90010190";"51";"32548000";"35840320";"contabilidade@doctorclin.com.br";"MARCELO SANCHES DIETRICH";"SÓCIO ADMINISTRADOR";"22/12/1998"
"365645";"30505523000150";"DONA SAÚDE CLINICAS LTDA";"DONA SAÚDE.";"Medicina de Grupo";"PRAÇA VISCONDE DE MAUA";"29";"SALA 504";"CENTRO";"Santos";"SP";"11010000";"21";"25935425";"38996196";"donasaude@gmail.com";"ROGÉRIO MARQUES SEVERINO";"SOCIO";"21/12/1998"
"419737";"11973274000183";"D1 ADMINISTRADORA DE BENEFÍCIOS PRIVADOS DE ASSISTÊNCIA A SAÚDE  COLETIVOS LTDA";"";"Administradora de Benefícios";"RUA DOS CEDROS";"501";"SALA 03";"JARDIM SãO PAULO";"Americana";"SP";"13468020";"19";"34622553";"";"celso@solucaodinamica.com.br";"CELSO RONALDO SOARES";"SóCIO";"06/04/2015"
"420778";"14938785000152";"E F SOBRINHO EIRELI - ME";"PASSPORT SYSTEM";"Odontologia de Grupo";"Avenida Rio Branco ";"2672";"Sala A";"Setor 05";"Jaru";"RO";"76890000";"69";"35211342";"";"nhyll_odonto@hotmail.com";"ELIAS FERNANDES SOBRINHO";"Administrador";"18/01/2017"
"418927";"17312105000189";"EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Benefícios";"AVENIDA JOÃO CABRAL DE MELO NETO";"850";"BLOCO 2, SALAS 722 E 723";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22775057";"21";"21235500";"";"gabriela@easysaude.com";"AGENOR PITTA LIMA MEDEIROS";"ADMINISTRADOR";"13/06/2013"
"421120";"27252086000104";"EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.";"EASYPLAN ADMINISTRADORA";"Administradora de Benefícios";"SHCS - Setor de Habitações Coletivas Sul";"Quadra 502";"Bloco C, loja 37, parte 562";"Asa Sul";"Brasília";"DF";"70330530";"61";"41414700";"";"relacionamentoans@easyplan.com.br";"ROSILANE DE ALMEIDA MORAES";"SÓCIA-DIRETOR";"18/12/2017"
"342611";"49320799000192";"ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL";"";"Autogestão";"RUA QUIRINO DE ANDRADE";"185";"";"CENTRO";"São Paulo";"SP";"01049902";"11";"34647892";"";"celuladeregulacao@economus.com.br";"MAURÍCIO APARECIDO LOPES";"DIRETOR DE SEGURIDADE";"21/12/1998"
"417343";"39245402000191";"ECS ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Benefícios";"RUA BARãO DE MESQUITA";"663";"LOJA 20";"TIJUCA";"Rio de Janeiro";"RJ";"20540155";"21";"28413286";"";"ECS_A@YAHOO.COM";"EDINOR CONCEIÇÃO SILVA";"REPRESENTANTE";"23/06/2010"
"422070";"34844263000107";"ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE";"ELETROS-SAÚDE";"Autogestão";"RUA URUGUAIANA";"174";"SALA 501";"CENTRO";"Rio de Janeiro";"RJ";"20050900";"21";"21386000";"";"governanca@eletrossaude.com.br";"ROGÉRIO CARLOS LAMIM BRAZ";"Diretor Presidente";"11/12/2019"
"418421";"13122792000119";"ELO ADMINISTRADORA DE BENEFÍCIOS LTDA";"ELO ADMINISTRADORA";"Administradora de Benefícios";"SCN QUADRA 4 BLOCO B";"S/N";"SALA 604";"ASA NORTE";"Brasília";"DF";"70714020";"61";"32482001";"32482001";"administrativo@grupoelobeneficios.com.br";"PAULA SCAFUTO ROCHA MELLO FERNANDES";"SÓCIA ADMINISTRADORA";"24/02/2012"
"421138";"27872825000152";"ELOS ADMINISTRADORA DE BENEFÍCIOS LTDA";"ELOS ADMINISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"AVENIDA HENRIQUE MOSCOSO";"1019";"SALAS 12 e 13 - ED. CENTRO DA VILA SHOPP";"CENTRO";"Vila Velha";"ES";"29100907";"27";"34411343";"";"financeiro@elosadministradora.com.br";"LEONINA COUTINHO LUCAS ";"Sócia Administradora";"27/11/2017"
"417297";"11593821000103";"ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE";"ELOSAÚDE";"Autogestão";"RUA ANITA GARIBALDI";"77";"EDIFÍCIO PIRÂMIDE - SALA 201";"CENTRO";"Florianópolis";"SC";"88010500";"48";"21077539";"21077510";"elosaude@elosaude.com.br";"NELOIR PALUDO";"PRESIDENTE";"09/06/2010"
"400891";"00352294000110";"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA";"INFRAERO";"Autogestão";"SCS QUADRA 3 BLOCO A/B Nº 17/18 ED. OSCA";"17";"";"ASA SUL";"Brasília";"DF";"70303000";"61";"3222";"0512";"beneficio_sede@infraero.gov.br";"GILVANDRO VASCONCELOS COELHO DE ARAÚJO";"REPRESENTANTE LEGAL";"19/02/1999"
"320587";"33530486000129";"EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S.A";"EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES";"Autogestão";"AV PRESIDENTE VARGAS";"1012";"3* ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20179900";"";"";"";"central.atendimento@planoamap.com.br";"ALBERT CARVALHO JUNQUEIRA";"Representante perante a ANS ";"05/01/1999"
"306525";"41657081000184";"EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE S.A. - BHTRANS";"BHTRANS";"Autogestão";"AV. ENGENHEIRO CARLOS GOULART";"900";"PREDIO 1/GEAPE";"BURITIS";"Belo Horizonte";"MG";"30455902";"31";"33795689";"33795683";"mattos@pbh.gov.br";"DIOGO OSCAR BORGES PROSDOCIMI";"REPRESENTANTE LEGAL";"04/01/1999"
"395480";"37135365000133";"ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.";"SMILE ";"Medicina de Grupo";"RUA DOUTOR JOSE MILTON CORREIA ";"110";"";"POÇO";"Maceió";"AL";"57025100";"08";"221237333";"221237301";"ans.matriz@smilesaude.com.br";"FREDERICO VALENTE COELHO ";"DIRETOR PRESIDENTE ";"16/12/1998"
"422576";"37442364000131";"ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.";"ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS  ";"Administradora de Benefícios";"Setor SCS Quadra 02, Bloco C, Sala 301, ";"92";"";"Setor Comercial Sul";"Brasília";"DF";"70302908";"61";"982080903";"";"saudebrasilia2@gmail.com";"EDILAMAR LIMA DA SILVA";"Administradora ";"26/03/2021"
